"CODE_OF,C,4","LIB_OF,C,30","CODE_G,C,2","LIB_G,C,15","CODE_D,C,2","LIB_D,C,25","CODE_C,C,2","LIB_C,C,25","CATEGORIE,C,1"
   3,AMARA ZOHRA BEN RHOUMA,02,ARIANA,10,CITE ETTADHAMEN,,,A
  10,AZZOUZI RIM EP FERCHICHI,02,ARIANA,10,CITE ETTADHAMEN,,,A
  20,BEN KHEDIJA AMEL EP B.ABDALLAH,02,ARIANA,10,CITE ETTADHAMEN,,,A
  30,BRAIEK ABDELMAJID,02,ARIANA,10,CITE ETTADHAMEN,,,A
  35,BEN ABDELFETTAH WASSIM,02,ARIANA,10,CITE ETTADHAMEN,,,A
  36,DOUIK RAOUDHA EP TAABOURI,02,ARIANA,10,CITE ETTADHAMEN,,,A
  53,ZGOLLI FARAH,02,ARIANA,10,CITE ETTADHAMEN,,,A
  54,HAJJAR AHLEM EP FETATI,02,ARIANA,10,CITE ETTADHAMEN,,,A
  59,JELILI KAIS,02,ARIANA,10,CITE ETTADHAMEN,,,A
  85,GHARBI HAJER EP MEJDI,02,ARIANA,10,CITE ETTADHAMEN,,,A
  86,SOUABNI MONGI,02,ARIANA,10,CITE ETTADHAMEN,,,A
   1,ABDELMOULA AHMED,02,ARIANA,01,COMMUNE ARIANA,,,A
   2,ABDENNEBI LILIA EP NAKOURI,02,ARIANA,01,COMMUNE ARIANA,,,A
   4,ALOULOU KHEDIJA EP AMMAR,02,ARIANA,01,COMMUNE ARIANA,,,A
  18,BEN CHEIKH BOUBAKER NADIA,02,ARIANA,01,COMMUNE ARIANA,,,A
  26,BOUAZIZ HAMADI,02,ARIANA,01,COMMUNE ARIANA,,,A
  27,BOUDEN TAOUFIK,02,ARIANA,01,COMMUNE ARIANA,,,A
  28,BARGHOUCHI MOUHIBA BOUGATTEF,02,ARIANA,01,COMMUNE ARIANA,,,A
  41,DJAAIT RAJA EP ELLOUMI,02,ARIANA,01,COMMUNE ARIANA,,,A
  44,FEKI MOHAMED HABIB,02,ARIANA,01,COMMUNE ARIANA,,,A
  46,FERZA LEILA,02,ARIANA,01,COMMUNE ARIANA,,,A
  49,GHEZAIEL MONCEF,02,ARIANA,01,COMMUNE ARIANA,,,A
  52,HACHAICHI RAJA EP GAAFAR,02,ARIANA,01,COMMUNE ARIANA,,,A
  57,HANACHI KHEDIJA,02,ARIANA,01,COMMUNE ARIANA,,,A
  64,KAOUEL JAMELEDDINE,02,ARIANA,01,COMMUNE ARIANA,,,A
  65,KOBBI INES,02,ARIANA,01,COMMUNE ARIANA,,,A
  67,CHEIKHROUHOU JAOUIDA B MOSBAH,02,ARIANA,01,COMMUNE ARIANA,,,A
  68,MEDDEB RAFIDA EP KHROUF,02,ARIANA,01,COMMUNE ARIANA,,,A
  69,KILANI SAMIRA,02,ARIANA,01,COMMUNE ARIANA,,,A
  72,AMMAR ZEINEB EP KRICHEN,02,ARIANA,01,COMMUNE ARIANA,,,A
  78,GHROUBI SANA EP CHAABANE,02,ARIANA,01,COMMUNE ARIANA,,,A
  80,REZGUI LEILA EP CHARNINE,02,ARIANA,01,COMMUNE ARIANA,,,A
  82,SAHNOUN RAOUF,02,ARIANA,01,COMMUNE ARIANA,,,A
  83,PHARMACIE VIALLA  ET FAYEZ,02,ARIANA,01,COMMUNE ARIANA,,,A
  91,TURKI MHIRI IKBEL,02,ARIANA,01,COMMUNE ARIANA,,,A
  96,KAMMOUN MOUNIRA EP DHOUIB,02,ARIANA,01,COMMUNE ARIANA,,,A
1775,ABASSI SLIM,02,ARIANA,01,COMMUNE ARIANA,,,A
1820,SMAMOUI SALWA EP KARRAY,02,ARIANA,01,COMMUNE ARIANA,,,A
1894,ATALLAH EYA,02,ARIANA,01,COMMUNE ARIANA,,,A
1978,MIDOUN MARIEM,02,ARIANA,01,COMMUNE ARIANA,,,A
1993,FAKER NAJOUA EP KADDOUR,02,ARIANA,01,COMMUNE ARIANA,,,A
2008,KASRAOUI SOUHEIL,02,ARIANA,01,COMMUNE ARIANA,,,A
2057,EL FEKIH SONIA,02,ARIANA,01,COMMUNE ARIANA,,,A
2116,KHABTHANI ELYES,02,ARIANA,01,COMMUNE ARIANA,,,A
2215,MARRAKCHI CHADIA,02,ARIANA,01,COMMUNE ARIANA,,,A
  39,EL HAMMI MOHAMED HILEL,02,ARIANA,12,EL MNIHLA,,,A
  87,TEJ LEILA EP SAFFAR,02,ARIANA,12,EL MNIHLA,,,A
  88,TOUINSI NAJLA,02,ARIANA,12,EL MNIHLA,,,A
1719,BARBOUCHE MOHAMED RIDHA,02,ARIANA,12,EL MNIHLA,,,A
2040,GAMMAR ALI,02,ARIANA,12,EL MNIHLA,,,A
2155,BOUZIDI AIDA,02,ARIANA,12,EL MNIHLA,,,A
2293,DHOUIB SANA EP MASMOUDI,02,ARIANA,12,EL MNIHLA,,,A
   8,AYADI FADHILA EP SALHI,02,ARIANA,03,KALAAT ANDALOUS,,,A
  58,JABEUR ABDERRAHMEN,02,ARIANA,03,KALAAT ANDALOUS,,,A
  62,KALAI MOHAMED NEJIB,02,ARIANA,03,KALAAT ANDALOUS,,,A
2203,BRAHAM FELLA,02,ARIANA,03,KALAAT ANDALOUS,,,A
   7,CHAKRI NADHEM,02,ARIANA,02,RAOUED,,,A
  13,BELGHITH NOUREDDINE,02,ARIANA,02,RAOUED,,,A
  45,BENNANI MZAH EMNA,02,ARIANA,02,RAOUED,,,A
  71,KRIAA NABIL,02,ARIANA,02,RAOUED,,,A
 100,MNIF FATMA EP BEJAR,02,ARIANA,02,RAOUED,,,A
1595,OUANES SAMIRA EP KILANI,02,ARIANA,02,RAOUED,,,A
1623,MEDDEB FATMA  EP  HILLA,02,ARIANA,02,RAOUED,,,A
1691,HAMMAMI CYRINE,02,ARIANA,02,RAOUED,,,A
1700,BEN YAHMED WASSILA EP BEN HADJ,02,ARIANA,02,RAOUED,,,A
1767,HEDFI RADHIA EP ROUAHI,02,ARIANA,02,RAOUED,,,A
1786,OUESLATI NEJIB,02,ARIANA,02,RAOUED,,,A
1824,MEDDEB LEILA EP TARDY,02,ARIANA,02,RAOUED,,,A
2006,BCHINI NOUR EL HOUDA,02,ARIANA,02,RAOUED,,,A
2047,MAHFOUDH SOUHIR EP DAGDOUG,02,ARIANA,02,RAOUED,,,A
2103,SMIDA NEIRA EP HAMZA,02,ARIANA,02,RAOUED,,,A
2167,KHESSAIRI MOHAMED ABOU OMAR,02,ARIANA,02,RAOUED,,,A
2169,AJMI ALI,02,ARIANA,02,RAOUED,,,A
2201,ELOUATI SAMIA,02,ARIANA,02,RAOUED,,,A
2202,HAMMAMI IMEN,02,ARIANA,02,RAOUED,,,A
2269,CHTOUROU EMNA,02,ARIANA,02,RAOUED,,,A
2294,AZOUZI NESSIMA EP LANDOULSI,02,ARIANA,02,RAOUED,,,A
  43,BEN OTHAMAN TAIEB,02,ARIANA,04,SIDI THABET,,,A
1561,KILANI SALMA SANA,02,ARIANA,04,SIDI THABET,,,A
1951,ZAIEM RAYHANE,02,ARIANA,04,SIDI THABET,,,A
2037,BEN SLIMANE SEIFEDDINE,02,ARIANA,04,SIDI THABET,,,A
  11,CHAARI HAJER,02,ARIANA,05,SOUKRA,,,A
  32,HAMDOUN NEILA EP LARGUECHE,02,ARIANA,05,SOUKRA,,,A
  47,DRISS MOHAMED,02,ARIANA,05,SOUKRA,,,A
  50,GHILEB GULSURENE MALEK,02,ARIANA,05,SOUKRA,,,A
  63,TRIFA FARIHA EP KAMMOUN,02,ARIANA,05,SOUKRA,,,A
  75,BEN AISSA BEN AMMAR CHIRAZ,02,ARIANA,05,SOUKRA,,,A
  99,SAID SALWA SIHEM EP BADREDDINE,02,ARIANA,05,SOUKRA,,,A
1529,DRIDI LEILA EP CHERIF,02,ARIANA,05,SOUKRA,,,A
1625,MESSAAD MONIA  EP MAALEJ,02,ARIANA,05,SOUKRA,,,A
1685,KHALFALLAH FATMA,02,ARIANA,05,SOUKRA,,,A
1716,BEL HADJ HASSINE NEZIHA,02,ARIANA,05,SOUKRA,,,A
1759,BAYOUDH RAOUDHA,02,ARIANA,05,SOUKRA,,,A
1849,BEN HAFAIEDH HASSEN,02,ARIANA,05,SOUKRA,,,A
2024,KCHIR MONIA EP MEMMI,02,ARIANA,05,SOUKRA,,,A
2092,HASSINE MOHEIDDINE,02,ARIANA,05,SOUKRA,,,A
2161,CHEHIMI AICHA,02,ARIANA,05,SOUKRA,,,A
2187,TEJ AMEL,02,ARIANA,05,SOUKRA,,,A
 168,BEN LAHOUEL FETHI,07,BEJA,04,AMDOUN,,,A
 171,BOUJNEH ABDELLATIF,07,BEJA,01,BEJA NORD,,,A
 172,MECHERGUI DHEKRA,07,BEJA,01,BEJA NORD,,,A
 181,MANKAI NOUREDDINE,07,BEJA,01,BEJA NORD,,,A
 183,MGHIRBI FETHI,07,BEJA,01,BEJA NORD,,,A
 184,BEN KOUSSA FARES,07,BEJA,01,BEJA NORD,,,A
 188,ECHEIKH ALAYA KHEDIJA,07,BEJA,01,BEJA NORD,,,A
1372,ALAYA ECHEIKH KHEDIJA,07,BEJA,01,BEJA NORD,,,A
1386,ELIMAM MOHAMED ANIS,07,BEJA,01,BEJA NORD,,,A
1393,BEN OTHMAN RIADH,07,BEJA,01,BEJA NORD,,,A
1879,ALLANI SOFIENE,07,BEJA,01,BEJA NORD,,,A
 169,BEN YOUSSEF AFEF,07,BEJA,02,BEJA SUD,,,A
 170,KRICHEN MOUNIR,07,BEJA,02,BEJA SUD,,,A
 185,RAHOUI SAMIA EP. REBAI,07,BEJA,02,BEJA SUD,,,A
1568,DJEBBI HANEN,07,BEJA,02,BEJA SUD,,,A
1891,CHALOUATI NADIA,07,BEJA,02,BEJA SUD,,,A
 182,GZAM MATOUSSI RABEH,07,BEJA,09,GOUBELLAT,,,A
 163,AKRMI MONDHER,07,BEJA,05,MEJEZ EL BAB,,,A
 173,CHAHED MOUNIR,07,BEJA,05,MEJEZ EL BAB,,,A
 176,GUESMI TAIEB,07,BEJA,05,MEJEZ EL BAB,,,A
 186,GUESMI SIHEM,07,BEJA,05,MEJEZ EL BAB,,,A
 187,BELKAHLA KHEMAIS,07,BEJA,05,MEJEZ EL BAB,,,A
 162,ABBASSI MONGI,07,BEJA,03,NEFZA,,,A
 167,SOUI GADDOUR,07,BEJA,03,NEFZA,,,A
1813,ZOUAGHI SOFIANE,07,BEJA,03,NEFZA,,,A
2056,OUERGHI AROUA,07,BEJA,03,NEFZA,,,A
 164,GHEDIRA AYMEN,07,BEJA,07,TEBOURSOUK,,,A
 166,BEL HEDI HEDI,07,BEJA,07,TEBOURSOUK,,,A
 178,BEN HMIDA MOHAMED ALI,07,BEJA,06,TESTOUR,,,A
 179,HERGLI MOHAMED RIDHA,07,BEJA,06,TESTOUR,,,A
1893,AMDOUNI WAFA,07,BEJA,06,TESTOUR,,,A
2110,NSIRI FIRAS,07,BEJA,06,TESTOUR,,,A
 180,LAMOUCHI MONIA,07,BEJA,08,THIBAR,,,A
 193,BAHRI RAOUDHA EP HAMZA,03,BEN AROUS,01,BEN AROUS,,,A
 196,BARKAT ALI,03,BEN AROUS,01,BEN AROUS,,,A
 199,BELHADJ YAHYA NAJET EP ZERZERI,03,BEN AROUS,01,BEN AROUS,,,A
 201,CHERIF MONGI,03,BEN AROUS,01,BEN AROUS,,,A
 231,EL KATEB RAFIKA MHIRI,03,BEN AROUS,01,BEN AROUS,,,A
 245,NAIMI TAHAR,03,BEN AROUS,01,BEN AROUS,,,A
 251,SETTARI TAIEB,03,BEN AROUS,01,BEN AROUS,,,A
 262,TRIMECH RACHED,03,BEN AROUS,01,BEN AROUS,,,A
 266,BEN ABDALLAH HAFEDH,03,BEN AROUS,01,BEN AROUS,,,A
 267,KSOURI NESRINE,03,BEN AROUS,01,BEN AROUS,,,A
 210,BEN ZEKRI AMEL ep SAYADI,03,BEN AROUS,09,BOUMHEL BASSATINE,,,A
 261,TRAD MOHAMED SAMI,03,BEN AROUS,09,BOUMHEL BASSATINE,,,A
 263,YOUMNI ALIA EP AZIZ,03,BEN AROUS,09,BOUMHEL BASSATINE,,,A
1652,MOUSSA JARRARA SIHEM EP BEL HA,03,BEN AROUS,09,BOUMHEL BASSATINE,,,A
2029,BOUBAKER AMMAR,03,BEN AROUS,09,BOUMHEL BASSATINE,,,A
2303,CHOUITER SAMIA,03,BEN AROUS,09,BOUMHEL BASSATINE,,,A
 211,AYED OUESLATI MONJIA EP GARALI,03,BEN AROUS,03,EL MOUROUJ,,,A
 232,KTARI ALLOUCH OLFA,03,BEN AROUS,03,EL MOUROUJ,,,A
 250,SAIDI MOHAMED LOTFI,03,BEN AROUS,03,EL MOUROUJ,,,A
 254,ZEGHIDI AMIRA,03,BEN AROUS,03,EL MOUROUJ,,,A
1377,CHOUKAIER SAMI,03,BEN AROUS,03,EL MOUROUJ,,,A
1434,SLITI AMEL,03,BEN AROUS,03,EL MOUROUJ,,,A
1464,BOUABEN FARHAT *,03,BEN AROUS,03,EL MOUROUJ,,,A
1485,TRABELSI DALILA,03,BEN AROUS,03,EL MOUROUJ,,,A
1503,MAKHLOUF  MOHAMED  ROCHD,03,BEN AROUS,03,EL MOUROUJ,,,A
1563,CHEMLI SARRA EP CHEMLI,03,BEN AROUS,03,EL MOUROUJ,,,A
1687,SOUISSI ROUA,03,BEN AROUS,03,EL MOUROUJ,,,A
1713,ATITALLAH SOURAYA,03,BEN AROUS,03,EL MOUROUJ,,,A
1760,BN MOUSSA IMEDEDDINE,03,BEN AROUS,03,EL MOUROUJ,,,A
1782,DJAIBI MOHAMED KOUSSAI,03,BEN AROUS,03,EL MOUROUJ,,,A
1936,HACHICHA ALYA,03,BEN AROUS,03,EL MOUROUJ,,,A
1954,HEDHLI MOHAMED,03,BEN AROUS,03,EL MOUROUJ,,,A
1919,BOUGATEF SIHEM,03,BEN AROUS,03,EL MOUROUJ,,,A
1986,JELIZI M'HAMED,03,BEN AROUS,03,EL MOUROUJ,,,A
2021,JAZIRI RIADH,03,BEN AROUS,03,EL MOUROUJ,,,A
2022,SGHAIER ATEF,03,BEN AROUS,03,EL MOUROUJ,,,A
2082,KAOUACH AMIRA EP AKOURI,03,BEN AROUS,03,EL MOUROUJ,,,A
2134,BOUFRIKHA RIM,03,BEN AROUS,03,EL MOUROUJ,,,A
2172,MAACH SONIA,03,BEN AROUS,03,EL MOUROUJ,,,A
 206,BOUASSIDA AHMED BEN MOHAMED,03,BEN AROUS,08,EZZAHRA,,,A
 208,BEN SLIMANE SONIA,03,BEN AROUS,08,EZZAHRA,,,A
 221,BOUHEJBAA SAOUSSEN EP FOURATI,03,BEN AROUS,08,EZZAHRA,,,A
 223,GUEDDANA MOHAMED HEDI,03,BEN AROUS,08,EZZAHRA,,,A
 234,LARBI FATMA EP BOUSAFFARA,03,BEN AROUS,08,EZZAHRA,,,A
 235,LIMEM SIHEM EP JEMAA,03,BEN AROUS,08,EZZAHRA,,,A
 256,SOUIR SALAH,03,BEN AROUS,08,EZZAHRA,,,A
1215,CHAABANE WASSILA EPMHIRI,03,BEN AROUS,08,EZZAHRA,,,A
2011,DAOULATLI ZIED,03,BEN AROUS,08,EZZAHRA,,,A
 197,BEHI LEILA,03,BEN AROUS,12,FOUCHANA,,,A
 214,BOUKHRIS ZAKIA,03,BEN AROUS,12,FOUCHANA,,,A
 219,AZAIEZ LEILA EP MNIF,03,BEN AROUS,12,FOUCHANA,,,A
 241,MEJIDI AMEL,03,BEN AROUS,12,FOUCHANA,,,A
 257,TAHER BOUTHEINA EP SALEM,03,BEN AROUS,12,FOUCHANA,,,A
 265,ZEMZMI FETHI,03,BEN AROUS,12,FOUCHANA,,,A
 272,SIOUD SAMIRA,03,BEN AROUS,12,FOUCHANA,,,A
1470,BEN FREJ RANIA,03,BEN AROUS,12,FOUCHANA,,,A
1506,BOULAJFENE NEJIBA EP KHADRAOUI,03,BEN AROUS,12,FOUCHANA,,,A
1677,ENNAIFER THOURAYA EP AMMAR,03,BEN AROUS,12,FOUCHANA,,,A
1907,KALLEL EMNA EP MAALEJ,03,BEN AROUS,12,FOUCHANA,,,A
2048,RIAHI IBTISSEM EP RIABI,03,BEN AROUS,12,FOUCHANA,,,A
2107,JMAI HAYET,03,BEN AROUS,12,FOUCHANA,,,A
 237,MAJDOUB ABDERRAOUF,03,BEN AROUS,07,HAMMAM CHATT,,,A
 252,SEDDIK SABIHA,03,BEN AROUS,07,HAMMAM CHATT,,,A
1486,GHARIANI DHOUHA NAHLA,03,BEN AROUS,07,HAMMAM CHATT,,,A
 190,ABBAR SELMA,03,BEN AROUS,06,HAMMAM LIF,,,A
 194,SAHNOUN WIEM,03,BEN AROUS,06,HAMMAM LIF,,,A
 195,BOUDAYA MOHAMED,03,BEN AROUS,06,HAMMAM LIF,,,A
 203,BEN GHORBAL HMED,03,BEN AROUS,06,HAMMAM LIF,,,A
 207,BEN RHOUMA LEILA EP FERCHICHI,03,BEN AROUS,06,HAMMAM LIF,,,A
 218,ZAAFRANE RIM,03,BEN AROUS,06,HAMMAM LIF,,,A
 224,GUERMAZI MOUNIRA ep KANSOU,03,BEN AROUS,06,HAMMAM LIF,,,A
 230,KARDOUS KHALED,03,BEN AROUS,06,HAMMAM LIF,,,A
 242,MEKSI KAMEL,03,BEN AROUS,06,HAMMAM LIF,,,A
 243,"MHIRSI  MAHMOUD, MOUNIR, EMNA",03,BEN AROUS,06,HAMMAM LIF,,,A
 247,KRARTI SOUAD EP NEBLI,03,BEN AROUS,06,HAMMAM LIF,,,A
 255,SHABOU HATEM,03,BEN AROUS,06,HAMMAM LIF,,,A
 264,ZARRAA MALEK HASSINA M'BAREK,03,BEN AROUS,06,HAMMAM LIF,,,A
 205,BEN NEJMA TAOUFIK,03,BEN AROUS,11,M'HAMDIA,,,A
 229,RAFRAFI SARRA EP KHALIFA,03,BEN AROUS,11,M'HAMDIA,,,A
 258,HENTATI MALIKA,03,BEN AROUS,11,M'HAMDIA,,,A
 260,LOUKIL NARJESS,03,BEN AROUS,11,M'HAMDIA,,,A
 271,CHARFEDDINE MAHER,03,BEN AROUS,11,M'HAMDIA,,,A
1369,MOKHTAR MOHAMED NEJIB B.HEDI,03,BEN AROUS,11,M'HAMDIA,,,A
1465,ESSAIDI SONIA EP MEJRI,03,BEN AROUS,11,M'HAMDIA,,,A
1499,CHOUK DHIKRA,03,BEN AROUS,11,M'HAMDIA,,,A
2181,BEN AYED HENDA,03,BEN AROUS,11,M'HAMDIA,,,A
 200,BEN CHAABANE FATMA EP CHAHMI,03,BEN AROUS,02,MEDINA JEDIDA,,,A
 204,BEN HARBI MOUFIDA,03,BEN AROUS,02,MEDINA JEDIDA,,,A
 215,BOULAHYA HAMIDA,03,BEN AROUS,02,MEDINA JEDIDA,,,A
 246,NAOUAAR HATTAB,03,BEN AROUS,02,MEDINA JEDIDA,,,A
 269,MAHJOUBI  NAJOUA,03,BEN AROUS,02,MEDINA JEDIDA,,,A
1592,AMRI HELLA,03,BEN AROUS,02,MEDINA JEDIDA,,,A
1679,OURIR FETHI,03,BEN AROUS,02,MEDINA JEDIDA,,,A
1946,BERKANE HAYET,03,BEN AROUS,02,MEDINA JEDIDA,,,A
2143,BEN TILI MONIA,03,BEN AROUS,02,MEDINA JEDIDA,,,A
2151,DJAOUA SALOUA,03,BEN AROUS,02,MEDINA JEDIDA,,,A
 192,AYACHI MOHAMED ELYASSE,03,BEN AROUS,05,MEGRINE,,,A
 198,BEL HADJ WAFA,03,BEN AROUS,05,MEGRINE,,,A
 202,BEN DEBBA FERIDA,03,BEN AROUS,05,MEGRINE,,,A
 225,HADDADA TAIEB,03,BEN AROUS,05,MEGRINE,,,A
 226,HAKMOUNI ABDELFATTAH,03,BEN AROUS,05,MEGRINE,,,A
 233,LAATIG RADHIA EP TAJOURI,03,BEN AROUS,05,MEGRINE,,,A
 248,LANDA HATEM,03,BEN AROUS,05,MEGRINE,,,A
 253,SFAR AMIRA,03,BEN AROUS,05,MEGRINE,,,A
 191,DORGHAME MOUNA,03,BEN AROUS,10,MORNAG,,,A
 213,MESSADI LAMIA,03,BEN AROUS,10,MORNAG,,,A
 239,MANNOUBI SAMIA EP BEN LAKHAL,03,BEN AROUS,10,MORNAG,,,A
 240,PHARMACIE MEGHANEM BEN SAFTA,03,BEN AROUS,10,MORNAG,,,A
 268,EL ABBASSI EMNA EP FRINI,03,BEN AROUS,10,MORNAG,,,A
1737,DOUGARI ADEL,03,BEN AROUS,10,MORNAG,,,A
1952,MNASRI HICHEM,03,BEN AROUS,10,MORNAG,,,A
1968,GHILANI AWATEF,03,BEN AROUS,10,MORNAG,,,A
 209,BEN YAHIYA SELMA EP LAKRAB,03,BEN AROUS,04,RADES,,,A
 212,BIBI SLAHEDDINE,03,BEN AROUS,04,RADES,,,A
 216,BOUMAIZA MONIA EP BAKLOUTI,03,BEN AROUS,04,RADES,,,A
 217,FASSATAOUI ABDELFATTAH,03,BEN AROUS,04,RADES,,,A
 228,KAANICHE ABDERRAOUF,03,BEN AROUS,04,RADES,,,A
 236,MABROUK MOUNA EP BELAIBA,03,BEN AROUS,04,RADES,,,A
 238,BEN YOUSSEF KAIS,03,BEN AROUS,04,RADES,,,A
 249,RASSAA FERYAL,03,BEN AROUS,04,RADES,,,A
 259,TEBOURBI DORRA EP CHTIOUI,03,BEN AROUS,04,RADES,,,A
 270,SOLTANI AMEL EP BOUSLAMA,03,BEN AROUS,04,RADES,,,A
1662,BOUDERBALA SALOUA EP REKIK,03,BEN AROUS,04,RADES,,,A
1796,HAMDI MALIKA,03,BEN AROUS,04,RADES,,,A
2148,TOUMI RADHIA,03,BEN AROUS,04,RADES,,,A
2192,GHOZIA YASSINE,03,BEN AROUS,04,RADES,,,A
2200,BEN HAFSA EMIRA,03,BEN AROUS,04,RADES,,,A
2258,LARIANI HAGER,03,BEN AROUS,04,RADES,,,A
2301,DOGUI RIM EP BOUKHRIS,03,BEN AROUS,04,RADES,,,A
 103,BACCOUCHE FERID,06,BIZERTE,01,BIZERTE NORD,,,A
 104,BAKTACHE OTHMAN,06,BIZERTE,01,BIZERTE NORD,,,A
 106,BELHOUANE AMINA,06,BIZERTE,01,BIZERTE NORD,,,A
 107,BELKAHIA FAYCEL,06,BIZERTE,01,BIZERTE NORD,,,A
 113,BEN DALLEL ABDELHAMID,06,BIZERTE,01,BIZERTE NORD,,,A
 117,BOUCHOUCHA MONIA,06,BIZERTE,01,BIZERTE NORD,,,A
 118,BOUCHOUCHA SABRI,06,BIZERTE,01,BIZERTE NORD,,,A
 119,BOUCHOUCHA WIDED EP DEMNI,06,BIZERTE,01,BIZERTE NORD,,,A
 120,CHAKROUN ABDELKADER,06,BIZERTE,01,BIZERTE NORD,,,A
 121,CHETOUANE SAMIA,06,BIZERTE,01,BIZERTE NORD,,,A
 123,DAHMANI FAYCEL,06,BIZERTE,01,BIZERTE NORD,,,A
 132,DEMNI BEYA EP HADDAD,06,BIZERTE,01,BIZERTE NORD,,,A
 137,KHEMIRI HAFIDHA,06,BIZERTE,01,BIZERTE NORD,,,A
 140,M'CHIRGUI MOHAMED FAOUZI,06,BIZERTE,01,BIZERTE NORD,,,A
 155,TERRAS ZOULEIKHA EP SAIDI,06,BIZERTE,01,BIZERTE NORD,,,A
 156,THAMRI KHALED,06,BIZERTE,01,BIZERTE NORD,,,A
 158,TURKI HENDA,06,BIZERTE,01,BIZERTE NORD,,,A
 161,KHADHRAOUI NEJLA ep BESSESSI,06,BIZERTE,01,BIZERTE NORD,,,A
1469,THAMRI MOHAMED RIDHA *,06,BIZERTE,01,BIZERTE NORD,,,A
1540,AZOUZ  ZOUHAIR,06,BIZERTE,01,BIZERTE NORD,,,A
2137,FATNASSI LEILA,06,BIZERTE,01,BIZERTE NORD,,,A
2180,HADDAD NABIL,06,BIZERTE,01,BIZERTE NORD,,,A
2250,SELLAMI SOUISSI HALIMA,06,BIZERTE,01,BIZERTE NORD,,,A
 153,SMONDEL HADIA,06,BIZERTE,02,BIZERTE SUD,,,A
1622,BOUSSAADA CHOKRI,06,BIZERTE,02,BIZERTE SUD,,,A
1803,LAROUSSI MUSTAPHA,06,BIZERTE,02,BIZERTE SUD,,,A
1945,BEJOUI MOHAMED ALI,06,BIZERTE,02,BIZERTE SUD,,,A
2066,ABIDI SAMED,06,BIZERTE,02,BIZERTE SUD,,,A
 127,BERREZIGUE HMIDA,06,BIZERTE,11,EL ALIA,,,A
 142,MEDDEB HASSANETTE EP MONDHER,06,BIZERTE,11,EL ALIA,,,A
1483,CHERNI MOHAMED,06,BIZERTE,11,EL ALIA,,,A
1553,BOUZID LASSAAD,06,BIZERTE,11,EL ALIA,,,A
2025,GRATI RIADH,06,BIZERTE,11,EL ALIA,,,A
 143,KTATA FERIEL,06,BIZERTE,14,GHAR EL MELH,,,A
 151,SARRAJ RIDHA,06,BIZERTE,14,GHAR EL MELH,,,A
1872,ABDELMOUMEN SOUMAYA,06,BIZERTE,14,GHAR EL MELH,,,A
1370,MAMLOUK AHMED,06,BIZERTE,06,GHEZALA,,,A
1855,MLAIKI ANIS,06,BIZERTE,06,GHEZALA,,,A
 149,RIHANE TAOUFIK,06,BIZERTE,12,JARZOUNA,,,A
1658,KLOUZ SAMIA EP NAOUI,06,BIZERTE,12,JARZOUNA,,,A
1956,KSOURI MOHAMED HEDI,06,BIZERTE,12,JARZOUNA,01,,B
 160,MARAAOUI CAMELIA,06,BIZERTE,10,JOUMINE,,,A
1814,BEN SLAMA OLFA,06,BIZERTE,10,JOUMINE,,,A
 101,ARBI ABDELAZIZ,06,BIZERTE,09,MATEUR,,,A
 131,GARRAM MOHAMED RAFIK,06,BIZERTE,09,MATEUR,,,A
 133,HAKIRI NAIMA EP BEJAOUI,06,BIZERTE,09,MATEUR,,,A
 134,LAHDHILI HASSIB,06,BIZERTE,09,MATEUR,,,A
 136,JILANI HICHEM,06,BIZERTE,09,MATEUR,,,A
 141,MANNAI HASSIB,06,BIZERTE,09,MATEUR,,,A
 102,AYADI MAHJOUB,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 105,BARBOUCH SOUFIA,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 112,BEN MARZOUK MEHDI,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 114,BEN JANNET CHOKRI,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 115,LABIB MARIEM,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 126,GUIZANI AMEL EP BEN RACHID,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 128,ARBI DALENDIA,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 135,JEDIDI HATEM,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 138,KOUBAKJI BADRA SFAR BERNADETTE,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 145,M'RAD MOURAD,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 150,ZITOUNI AYMEN,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 152,SGHAIER MOHAMED,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
1351,HCHAICHI MED BADIS,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
1927,BEN YOUSSEF AIDA EP BEN SALEM,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
2128,BEN MARZOUK SOUHEILA,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
2152,KRICHEN HATEM,06,BIZERTE,05,MENZEL BOURGUIBA,,,A
 108,BELKAHIA SAMI,06,BIZERTE,03,MENZEL JEMIL,,,A
 124,DHAOUADI AHMED,06,BIZERTE,03,MENZEL JEMIL,,,A
 144,MNANI MOHAMED LAHBIB,06,BIZERTE,03,MENZEL JEMIL,,,A
